book_a;book_b;count
0451192036;0312305060;2
0451192036;0380002930;2
0451192036;0385484518;2
0451197399;0142001740;2
0451202503;0449219461;2
0451202503;0449221512;2
0451202503;0515102636;2
0451202503;0525946233;2
0451202503;0553284789;2
0451202503;0671001795;2
0451202503;0786868716;2
0451202503;0805063897;2
0451203593;002542730X;2
0451203593;0061009059;2
0451203593;0446675059;2
0451203593;0451206525;2
0446608262;0312201656;2
0446608262;0312982518;2
0446608262;0312955006;2
0446608262;0971880107;2
0446608262;0804109729;2
0446608262;0786868716;2
0446608262;067976402X;2
0451173139;0842329129;2
0451173139;0842329218;2
0451173139;0842329242;2
0446608653;0375707972;2
0446608653;0312976275;2
0446608653;0345380371;2
0446608653;0345370775;2
0446608653;0316693235;2
0446608653;0316693006;2
0446608653;0452269571;2
0451184718;0451177096;2
0451184718;0451524934;2
0451184718;051513287X;2
0451184718;0553250426;2
0451184718;0425158616;2
0451184718;0425162443;2
0451184718;0440180295;2
0451184718;0440212561;2
0451184718;0446516538;2
0451179285;0440206154;2
0451179285;0440213525;2
0451179285;0440221471;2
0451179285;0446610038;2
0451179285;0385722206;2
0451179285;0385721420;2
0451179285;0312278586;2
0451179285;0312924585;2
0553571818;0451160525;2
0553571818;0515122491;2
0425113884;0425155404;2
0425113884;0385510438;2
0425113884;0385335482;2
0425113884;0345353145;2
0425113884;0316602906;2
0425113884;0425163407;2
0425113884;0440214041;2
0553572210;0060392452;2
0553572210;080411868X;2
0553572210;0425161242;2
0553572210;0425107469;2
0553572210;0425109720;2
0553572210;042513525X;2
0553572210;0425141233;2
0553572210;0425142485;2
039915079X;0786868716;2
039915079X;0743206061;2
0553573861;0553278746;2
0553573861;0553280341;2
0553573861;0553562614;2
0553573861;0553580221;2
0553573861;0441004520;2
0553573209;051511992X;2
0553573209;0425181464;2
0553573209;0425183971;2
0553573209;042518630X;2
0553573209;0425191583;2
0399151648;0316168688;2
0399151648;0312995423;2
0399151648;0312986343;2
0399148701;0312265859;2
0399148701;0425170349;2
0399148701;0425120279;2
0399148701;0399150439;2
0399148701;0399149155;2
0399148701;0399148639;2
0399148701;039914563X;2
0425097722;1592400876;2
0425097722;0689817851;2
0425097722;0684872153;2
0425097722;0385497466;2
0425097722;0380978415;2
0425097722;0380727501;2
0425097722;0345370775;2
0425097722;0345361792;2
0425097722;006101351X;2
0425097609;1551666839;2
0425097609;0515131229;2
0425097609;0451172817;2
0425080021;0440234743;2
0425080021;0446603589;2
0425080021;0446603309;2
0413537900;0553575384;2
0413537900;0451188454;2
0413537900;0449212602;2
0413537900;0449005615;2
0413537900;0446667900;2
0553377884;0446600253;2
0553377884;0452269571;2
0553377884;0553268449;2
0553377884;055337933X;2
0553377884;0393312836;2
0553377884;0375706771;2
0553377876;080411109X;2
0553377876;0971880107;2
0553377876;1573227331;2
0553377884;006000438X;2
0553377884;0060921145;2
0553377884;0060976241;2
0553377884;0316769509;2
055337933X;0061009059;2
055337933X;014023313X;2
055337933X;0142004235;2
055337933X;0060512806;2
055337933X;0156027321;2
055337933X;068484477X;2
055337933X;0679439382;2
055337933X;0671001795;2
055337933X;0553268449;2
0553380958;0812550706;2
0553380958;0684874350;2
0553380958;080411109X;2
0553380958;0060512806;2
0553380958;0060938455;2
0553380958;0064400042;2
0553380958;0064400557;2
0553380958;0064407675;2
0553380958;0140067477;2
0553380958;014023313X;2
0425151875;044021145X;2
0425151875;0425191184;2
0425151875;0425180050;2
0425151875;0425162788;2
0425151875;0425161722;2
0425130215;0345313860;2
0425130215;0316779490;2
0425130215;0316769487;2
0425130215;0316569321;2
0425130215;0142001430;2
0425130215;0140053204;2
0425130215;0140042598;2
0425130215;0060175966;2
0553562967;0060928336;2
0553562967;0312195516;2
0553562967;0312978367;2
0553562967;0316569321;2
0553562967;0345303067;2
0553560735;0060934417;2
0553560735;0316769487;2
0553560735;0345333926;2
0553560735;0345342968;2
0553560735;0345417623;2
0553560735;0380752859;2
0553560735;0425143325;2
0553560735;0553278223;2
0553560735;068484477X;2
0553584375;0312966970;2
0553584375;0312971346;2
0553584375;0312980140;2
0553584375;0312983867;2
0553584375;0345337662;2
0553584375;0345402871;2
0553584375;038000321X;2
0553584375;0385510438;2
0553584383;0316899984;2
0553584383;0345452569;2
0553584383;038079487X;2
0553584383;0440211727;2
0553584383;044023722X;2
0553584383;0440241537;2
039304016X;0812543262;2
039304016X;0743412028;2
039304016X;0679744398;2
039304016X;0553268880;2
039304016X;0425133516;2
039304016X;0345384466;2
0393312836;0345370775;2
0393312836;034536676X;2
0553582801;0385504209;2
0553582801;0385721420;2
0553582801;0425158616;2
0553582801;0425192725;2
0553582801;043935806X;2
0553813021;0385335881;2
0553813021;0385337639;2
0553813021;0375702709;2
0553813021;0375707972;2
0553813021;0425167313;2
0553813021;0439064864;2
0553813021;0385722435;2
0553813021;0142000205;2
0571081789;0140077022;2
0590112899;0099800403;2
0590112899;0140620222;2
0590112899;0316776963;2
0590112899;0330267388;2
0590112899;0330332775;2
0575400951;0380813815;2
0575400951;0679429220;2
0575400951;068484267X;2
0575400951;0743222229;2
0575400951;1573229725;2
059030271X;038079487X;2
059030271X;0385504209;2
059030271X;0385730586;2
059030271X;039480001X;2
059030271X;0399147195;2
059030271X;0440217520;2
059030271X;0440225701;2
059030271X;0440940001;2
0575400951;037582233X;2
0575400951;000649840X;2
0575400951;0060920084;2
0575400951;0060938455;2
039914563X;0385511612;2
0399145672;0385497466;2
0399145672;0684853523;2
0399145672;0553289691;2
0399145672;0553284789;2
0399145885;0345427637;2
0399145885;0439139597;2
0399145885;0439136350;2
0399145885;0439064864;2
0399145885;0425185710;2
0399145885;0375506276;2
0399145885;0142001740;2
0399145990;042513699X;2
0399145990;0767905180;2
0553578359;0743411250;2
0553578359;0743437640;2
0553578359;0743469801;2
0553578359;0804115613;2
0553578359;0971880107;2
0553578359;155166674X;2
0553578359;1558744150;2
0553578359;0684803860;2
0399145885;0767902513;2
0399145885;0679444815;2
0399145885;0671027360;2
0399142789;0446677450;2
0399142789;0446519138;2
0399142789;043936213X;2
0399142789;0385504209;2
0399142851;0345313860;2
039914465X;0385505833;2
039914465X;0385503822;2
039914465X;0380717018;2
039914465X;0345413881;2
039914465X;0316693235;2
039914465X;0316693200;2
039914739X;0312265867;2
039914739X;0553573209;2
039914739X;0399150897;2
039914739X;0399149155;2
039914739X;039914465X;2
039914739X;0385510438;2
039914739X;0385505833;2
039914739X;0375504397;2
039914739X;0345452534;2
039914675X;0684867621;2
039914675X;0684841185;2
039914675X;0679721886;2
0553575104;0451188489;2
0553575104;0553566040;2
0553575104;0553582364;2
0553575104;076790382X;2
0553575104;0061030643;2
0553575104;0140298479;2
0553575538;0446612545;2
0553575538;0449003795;2
0553575538;0451160525;2
0553575538;0515122491;2
0553575538;0515131229;2
0553575538;0553564528;2
0553575538;0440214041;2
055357695X;0515093203;2
055357695X;0515127833;2
0394758285;0141007338;2
0394758285;0060392452;2
0394571029;0786881852;2
0394571029;0786868015;2
0394571029;0743418174;2
0394571029;0743211383;2
0394571029;067172262X;2
0394571029;067102423X;2
0394571029;0553210793;2
0394571029;0451183665;2
0394758285;0156001314;2
0394758285;0393319296;2
0394758285;0385498721;2
0394758285;038549081X;2
0394758285;0385335482;2
0394404289;1400032717;2
0394404289;0836218620;2
0394404289;0836217691;2
0394404289;068484267X;2
0394404289;0679731148;2
0394404289;0590353403;2
0394404289;0451526341;2
0394404289;0440204887;2
0394281829;0452282152;2
0394281829;0446605239;2
0394281829;0440241073;2
0394281829;0440206154;2
0394281829;0385492081;2
0394281829;0385335482;2
0394281829;0749397543;2
0394281829;0771060548;2
0394404289;0439139597;2
0394281829;0316789844;2
0553582658;0553581554;2
0553582658;0553583980;2
0553582658;0671003364;2
0553582658;0671027662;2
0553582658;0671525743;2
0553582658;0446527793;2
0553582364;0061030430;2
0553582364;0061031410;2
0553582364;0345348109;2
0553582364;0380804697;2
0553582364;0385484518;2
0553582364;0385492081;2
0553582364;0553575104;2
0553582364;0446610038;2
0553582364;0451206525;2
0399141065;0743407083;2
0399141065;0786881852;2
0399141065;038550120X;2
0399141065;0385472943;2
0399141065;0385324057;2
0399141065;0375727345;2
0399141065;0345435168;2
0399141065;0345417623;2
0553580515;0060977493;2
0553580515;0061000027;2
0553580515;0064471047;2
0553580515;0312282990;2
0553580515;0345366239;2
0553580515;0345404319;2
0553580515;0345436911;2
0395977894;0451524934;2
0553580515;0671617028;2
0395977894;0449219461;2
0395977894;0449212602;2
0395977894;0385512104;2
0395977894;037582233X;2
0395977894;0375703861;2
0399141464;0345452550;2
0399141464;0345413881;2
0399141464;0316789089;2
0399141464;0316693200;2
0440111498;0679735771;2
0440111498;0679735666;2
0440108268;0894803204;2
0440108268;080410526X;2
0440108268;0671867113;2
0440108268;059035342X;2
0440108268;0553572997;2
0440108268;0553274503;2
0553212478;0671003755;2
0553212478;0671729411;2
0553212478;0679746048;2
0553212583;006016848X;2
0553212583;0060928336;2
0553212583;0060929871;2
0553212583;0064407667;2
0439425220;0805062971;2
0439425220;0786817070;2
0439425220;0679746048;2
0439425220;0671027360;2
0439425220;0618002219;2
0552996009;0330332775;2
0552996009;0099279274;2
0552996009;0099727412;2
0552996009;0141007338;2
0552996009;0141301155;2
0552143774;0860074382;2
0552143774;0971880107;2
0552143774;155874262X;2
0552143774;1558745718;2
0552143774;1573229571;2
0552143774;0836218515;2
0552143774;0684862719;2
0552143774;0804115761;2
0552143774;074322535X;2
0553148001;0345351525;2
0553148001;0345370775;2
0553148001;034538475X;2
0553148001;0345441036;2
0553148001;0385199570;2
0553148001;0399150897;2
0553148001;0425147622;2
0553148001;0440216745;2
0440131480;0380813815;2
0440131480;0345370775;2
0440131480;0316569321;2
0440131480;0140143505;2
0440131480;0060920084;2
0440131480;0060392452;2
0440178002;0345380371;2
0440178002;0446310786;2
0552998001;1400034779;2
0552998001;1558745017;2
0440178002;0440235162;2
0440178002;0440213290;2
0440178002;044021145X;2
0440178002;0425182878;2
0440178002;0380807343;2
0440178002;0380789035;2
0552998001;0767900383;2
0552998001;0552142379;2
0552999458;000649840X;2
0552999458;0330332775;2
0552999458;0345361792;2
0553099558;0553573616;2
0553099558;0449212602;2
0553099558;067976402X;2
0553099558;0786889020;2
0553096060;0064400557;2
0552999954;0552999458;2
0553096060;0060987103;2
0553096060;0060987561;2
0552999954;0330375253;2
0552999458;0552140295;2
0552999458;0552131059;2
0552999458;0552134627;2
0552999954;0330367358;2
0552999458;0552999954;2
0552999458;0971880107;2
0552999954;0141007338;2
0553096060;0671001795;2
0553096060;0679746048;2
0553096060;0786817070;2
0553096060;080411109X;2
0553099558;0345413903;2
0553096060;0440211727;2
0553096060;0451137965;2
0553213695;2070360024;2
0553213695;0156007754;2
0553213695;0060929871;2
0553213695;0060932139;2
0553213695;0380977788;2
0553213695;0679723161;2
0553213695;0679746048;2
0553213695;0684801221;2
0553213695;043935806X;2
0517580497;0786868716;2
0517580497;0804114986;2
0517580497;0671036505;2
0517580497;0743206029;2
0517580497;0066214122;2
0517580497;0345339738;2
0517580497;0446527785;2
0517580497;0446608955;2
0517580497;0449005615;2
0440213282;0380718340;2
0440213282;014028009X;2
0440213282;0743424425;2
0440213282;0671888587;2
0440213282;0671867156;2
0440220424;0440407524;2
0440220424;0786869216;2
0440220424;0767900383;2
0440220424;0684872153;2
0440220424;0679736042;2
0440220424;0553296981;2
0440220424;0553274325;2
0440217490;044021145X;2
0440217490;0451203593;2
0440217490;0451166892;2
0517122707;0385509510;2
0517122707;0060938455;2
0517122707;0060976845;2
0517122707;0140077022;2
0517122707;0142001740;2
0517122707;0316779237;2
0517122707;0374129983;2
0517122707;0374270325;2
044020562X;0440998050;2
044020562X;0440498058;2
044020562X;0440343194;2
044020562X;0375707972;2
044020562X;0345443284;2
044020562X;0345391055;2
044020562X;0316284955;2
044020562X;0140298479;2
044020562X;0060987529;2
0525946233;0679746048;2
0525946233;0679751521;2
0525946233;0679781587;2
0525946233;068484267X;2
0525946233;0684862719;2
0525946233;0671003755;2
0525946233;0553280341;2
0525946233;059035342X;2
0525945725;0385504209;2
0525945725;0441304834;2
0525945725;0316666343;2
0525945725;0525946233;2
0525945725;0609804138;2
0525945938;0060987529;2
0525945938;0060987561;2
0525945938;0061000043;2
0425169693;0141000198;2
0425169693;006101351X;2
0425169693;0060930535;2
0425169693;0060921145;2
0425167720;0446605484;2
0425167720;0446603716;2
0425167720;0446601241;2
0425167720;0440220602;2
0425167720;0440206154;2
0553282476;0060392452;2
0553282476;0060930535;2
0553282476;0060976845;2
0553282476;0312195516;2
0553282476;0312980140;2
0553281747;1573220876;2
0553281747;0553278274;2
0553281747;0804111898;2
0553282476;0316182540;2
0553282476;0316666343;2
0553282476;0449212602;2
0553282476;0452282829;2
0425164349;1400031354;2
0425164349;0688177751;2
0425164349;0679735771;2
0553281747;0060987103;2
0553281747;0061057649;2
0425164349;0141007338;2
0425164349;0062502182;2
0425164349;0316666343;2
0425164349;0316769487;2
0425164349;0345361792;2
0425178102;0066214122;2
0425178102;0061097861;2
0425178102;0061020702;2
0425178102;006101351X;2
0425178102;0061009059;2
0425178102;0060987529;2
042517736X;0877017883;2
042517736X;0871136791;2
0425171396;0061092177;2
0425171396;006101351X;2
0425171396;034538430X;2
0425171493;0385504209;2
0425171493;051513628X;2
0425171493;0449223612;2
0425171493;0446670251;2
0425171396;0449223604;2
0425171396;0446611212;2
0425171396;0446603589;2
0425171396;044651652X;2
0425171396;0440234743;2
0425171396;0425182878;2
0425171493;0316601950;2
0425171493;0142001740;2
0425171493;0064472795;2
055328942X;2253044903;2
055328942X;2290311782;2
0425158640;0312995423;2
0425158640;0312282990;2
0425158640;0312195516;2
0425158640;0064400557;2
0425158640;006099486X;2
0425158640;0345313860;2
0425158640;0345351525;2
0425158640;0345361792;2
055328942X;067102423X;2
042515601X;044021145X;2
042515601X;0842329129;2
042515601X;0553295977;2
042515601X;0515131229;2
042515601X;0451168615;2
042515601X;0446364800;2
042515601X;0440236673;2
0425162788;0446364193;2
0425162788;0446310786;2
0425162788;0440234743;2
0425162788;0440222656;2
0553283685;059035342X;2
0553283685;0618002235;2
0553283685;0671004107;2
0553283685;0805063897;2
0553283685;0812575717;2
0553283685;1563890119;2
0553287346;0449213447;2
0553287737;0425185710;2
0553287737;0440211263;2
0553287737;0440213290;2
0553287737;0440213525;2
0425185710;0316096199;2
0425185710;0312983271;2
0553268937;0060920084;2
0553268937;0060931418;2
0553268937;0060976241;2
0553268937;0425158616;2
0553268937;0440178002;2
0553268937;0440414806;2
0553268937;0446611085;2
0553268937;0452268060;2
0553268937;0553268880;2
0425184129;051512608X;2
0425184129;0553569155;2
0425184129;0553375407;2
0425184129;0553279378;2
0425184226;0446606324;2
0425184226;0446605409;2
0425184226;0440236053;2
0425184226;0440214041;2
0425191184;0425151875;2
0553260960;0345337662;2
0553260960;0345347536;2
0425188809;0345413873;2
0425188809;034540761X;2
0553262505;0439064864;2
0553262505;0345339703;2
0553263226;002542730X;2
0553263226;0316666343;2
0553263226;0345339703;2
0553263226;0380002930;2
0553263226;0439136369;2
0553278274;0449221490;2
0553278274;0449223604;2
055327886X;0345361792;2
055327886X;0375702709;2
055327886X;0380002930;2
055327886X;0380698714;2
055327886X;0380813815;2
055327886X;038549081X;2
055327886X;0060928336;2
055327886X;0060502258;2
055327886X;0060976845;2
0553274325;0786890436;2
0553274325;0786817070;2
0553274325;0451526341;2
0553274325;0553296981;2
0553274325;0671027360;2
0553274325;076790382X;2
0425182886;0786889608;2
0425182886;074343627X;2
0425182886;0743424425;2
0425182886;0671758896;2
0425182886;0671004573;2
042518109X;0060930535;2
042518109X;0060958022;2
042518109X;0385315309;2
042518109X;038531292X;2
0553277243;0060502258;2
0553277243;0062502182;2
0553277243;0064407667;2
0553277243;0439136369;2
0553277243;0439139597;2
0553277243;043935806X;2
0553277243;0836218620;2
0425181111;0440226430;2
0425181111;042518286X;2
0425181111;0375706771;2
0425181111;0345441036;2
0425181111;0345417623;2
0425181111;0345339681;2
0425181111;0316666343;2
0425181111;0312995423;2
0425181111;0312278586;2
0425181111;0140293248;2
0312275420;0452269571;2
0312275420;039592720X;2
0312275420;0385722206;2
0312275420;0385504209;2
0312275420;0156027321;2
0786869216;1573225517;2
0786869216;067976402X;2
0786869216;0553279378;2
0786869216;0553280414;2
0786869216;0684801523;2
0786869216;0743418174;2
0786869216;0767905938;2
0312288115;0439136369;2
0312288115;0385504209;2
0312288115;0380820447;2
0312288115;0060928336;2
0312288115;0312278586;2
0312288115;014028009X;2
0312288115;0439139600;2
0312288115;0440211263;2
0312205406;1878424319;2
0786915749;0060392452;2
0786915749;0316666343;2
0786915749;0061020710;2
0786915749;0440214041;2
0786915749;0441790348;2
0786915749;0446310786;2
0786915749;0451151259;2
0802132758;0060256672;2
0802132758;0060929790;2
0802132758;006092988X;2
0802132758;0060987529;2
0802132758;0140258795;2
0802132758;014029628X;2
0802132758;006440188X;2
0786889616;0440224624;2
0786889616;0425179885;2
0786889616;0425182878;2
0786889616;0440224764;2
0312244266;0312924801;2
0786808551;0060248025;2
0786808551;0064400018;2
0786808551;0064407667;2
0786808551;0064407675;2
0786808551;0070212570;2
0786808551;002542730X;2
0786808551;0684803860;2
0770422632;0140328696;2
0770422632;0060928336;2
0770422632;0060976845;2
0786861347;0553284789;2
0786861347;0553294903;2
0786861347;0553296981;2
0786861347;0515111279;2
0786861347;0525945210;2
0786861347;0553210793;2
0786861347;055321313X;2
0786861347;0786862564;2
0312952716;0440224675;2
0312952716;043936213X;2
0312952716;043935806X;2
0312952716;0425157539;2
0312925883;1558743669;2
0312925883;0679781587;2
0786868015;0394571029;2
0786868015;0399149155;2
0786868015;0439139597;2
0786868015;0441000916;2
0786868015;0385199570;2
0786868015;0375504397;2
0312925883;0446606812;2
0312925883;0452282152;2
0312925883;0451155750;2
0312925883;044651862X;2
0312925883;044651652X;2
0312925883;0440404193;2
0312925883;0515131229;2
0142003727;0060934417;2
0142003727;0060928336;2
0142003727;0156027321;2
0142003727;0312291639;2
0142003727;0375727345;2
0142003727;0375726403;2
0142003727;031242227X;2
0804111898;0679429220;2
0140620184;043935806X;2
0140620184;0446604666;2
0140620184;0451176464;2
0140620184;0671039725;2
0140620184;0743424425;2
0140620184;0740723367;2
0140620184;0345413377;2
0140620427;0060958022;2
0140620338;0971880107;2
0140620338;0385722206;2
0140620427;0140276904;2
0140620427;0380778556;2
0140620427;0345370775;2
0140620427;0140282033;2
0140620427;0312924585;2
0140620427;0156711427;2
0140620222;1573229725;2
0140620222;0330332775;2
0140620222;0345370775;2
0140620222;0345351525;2
0140620222;0330262130;2
0140620222;0312924585;2
0140386335;0812550706;2
0140386335;0679781587;2
0140386335;0553579606;2
0140386335;0553280414;2
0140386335;0452266564;2
0140430725;0451190491;2
0140430725;0609804138;2
0140430725;0553275976;2
0140430725;0553268880;2
0140430016;1857022424;2
0140430016;0874776945;2
0140430016;0609804138;2
0140430016;0451183665;2
0140430016;0385336810;2
080411918X;0525946829;2
080411918X;0553213148;2
080411918X;0553274503;2
080411918X;044023722X;2
080411918X;0440241073;2
080411918X;0440404193;2
080411918X;0446606812;2
080411935X;0671004530;2
080411935X;0609804138;2
080411935X;0670032379;2
080411935X;0671021001;2
0804102988;0451169514;2
0804102988;044023722X;2
015602943X;0375705856;2
0804102988;0441003257;2
0804102988;0441783589;2
015602943X;0345391802;2
015602943X;0375725784;2
015602943X;0316776963;2
0156011042;0451209907;2
0156011042;044651652X;2
0156011042;0440241537;2
0156011042;0440224764;2
0156011042;0440217563;2
0156011042;0425147622;2
0156011042;0385722206;2
0156011042;0385420161;2
0156011042;0385265700;2
0156012197;0060928336;2
0156012197;0060929871;2
0156012197;0439136350;2
0156711427;0060929871;2
0156711427;0060987561;2
0156711427;0060958022;2
0156711427;0385492081;2
0156711427;0345387651;2
0802135196;042518109X;2
0802135196;044021145X;2
0802135196;0440213525;2
0802135196;044022165X;2
0802135196;0440226430;2
0802135196;0446364193;2
0312099436;0345342968;2
0312099436;0316789089;2
0312099436;0142001740;2
0151002290;0671776134;2
0151002290;0316089699;2
0151002290;0312305060;2
0151002290;0312278586;2
0151002290;014029628X;2
0151002290;0060512822;2
0804106436;0060930535;2
0804106436;0671683993;2
0804106436;0439139597;2
0804106436;0399149155;2
0804106436;0142001740;2
0804106436;0312265867;2
0804106436;0345423402;2
0743422910;0743418174;2
0743422910;0553573403;2
0743422910;068484267X;2
0743422910;1592400876;2
0743422910;038549081X;2
0743422910;0375703861;2
0743422910;0380820889;2
0743454146;0671028375;2
0743454146;0671014196;2
0743454146;067102535X;2
0743455967;1573229326;2
0743455967;0385479565;2
0743455967;0385492081;2
0743455967;0385504209;2
0743455967;0446310786;2
0743455967;0446670111;2
0743247612;0060391626;2
0743247612;0060987561;2
0743247612;0670894605;2
0743262174;0375725849;2
0743407083;1400034779;2
0743407083;0743418204;2
0743407083;0786868716;2
0743407083;080411868X;2
0743406176;0440236703;2
0743406176;0446527793;2
0743406176;0440224764;2
0743406176;0440226430;2
0743406176;0380702843;2
0743406176;0375706771;2
0743406176;044021145X;2
0743236742;0446611867;2
0743236742;0440236673;2
0316789976;0312201656;2
0743236742;044651652X;2
0743236742;0446519138;2
0316789976;0140293248;2
0743236742;0446532231;2
0316789976;0061009059;2
0316789976;0060391626;2
0743236742;0451155750;2
0743236742;0440224764;2
0743236742;0451184963;2
0316789844;0971880107;2
0316789844;0688177859;2
0316789844;0684862719;2
0743236742;0671003755;2
0316789976;0316666009;2
0743236742;0312195516;2
0743237196;0316666343;2
0743237196;0345342968;2
0743237196;0345424719;2
0743237196;0375412824;2
0743237196;0385504209;2
0743237196;068484477X;2
0743237196;0684874350;2
0316769509;0140042598;2
0316769509;0060987103;2
0316769509;0060931418;2
0316769509;0060929871;2
0316769509;006000438X;2
0316769495;080410753X;2
0316769495;0440180295;2
0743411269;051512317X;2
0743411269;0515124214;2
0743411331;0689817851;2
0743411331;0060188731;2
0743411331;0684874350;2
0767905938;0684801523;2
0767905938;0767905180;2
0767905938;0767916069;2
0767905938;0786868716;2
0767905938;0786869216;2
0312979479;0345435249;2
0312978367;0345378482;2
0312978367;031298328X;2
0312978367;0142002267;2
0312978367;0440220602;2
0312978367;044661095X;2
0312978367;0671011367;2
0767903862;0449911519;2
0767903862;0451167805;2
0316316962;1592400876;2
0316316962;1573227331;2
0316316962;0871136791;2
0316316962;0842329129;2
0316316962;0804111359;2
0316316962;0802130208;2
0316316962;0786885688;2
0753804700;0446607193;2
0753804700;0446608815;2
0753804700;0446610038;2
0753804700;0446611212;2
0753804700;0446672211;2
0753804700;0449005615;2
0753804700;0449223604;2
0753804700;0440225825;2
0753804700;0440234743;2
0753804700;044651652X;2
0316143464;0060934417;2
0316143464;0060930535;2
0765342987;0553262505;2
0765342987;0515132187;2
0316089699;0060934417;2
0749309423;1400032717;2
0749309423;1853260010;2
0749309423;0679781587;2
0749309423;0446310786;2
0749309423;0385484518;2
0749309423;0425172546;2
0749309423;0446605239;2
0749309423;0552131067;2
0749309423;0552131075;2
0747532745;0439064872;2
0747532745;0439139600;2
0747532745;043935806X;2
0747532745;0552131067;2
0747532745;0552131075;2
0747532745;0552134643;2
0747532745;0553250426;2
0747551006;0380012863;2
0747551006;0440211727;2
0747551006;0590112899;2
0747551006;059035342X;2
0747546290;0804114986;2
0747546290;0971880107;2
0747551006;0330367358;2
0749305401;0749395990;2
0749305401;0749397357;2
0749305401;0451183665;2
0749305401;0446673544;2
0747551006;0804114986;2
0749305401;0099771519;2
0749305401;014023313X;2
0749305401;014028009X;2
0749305401;0156027321;2
0747546290;0679781587;2
0747546290;0670869902;2
0747538484;1400031354;2
0747546290;0330367358;2
0747538484;0380977788;2
0747538484;0552124753;2
0747538484;0552131075;2
0747538484;0552134627;2
0747538484;0552142379;2
0747538484;0552145424;2
0747546290;0552142379;2
0747546290;0515121495;2
1558746161;043935806X;2
1558746161;0439064872;2
1558746161;0440214041;2
1558746161;044651652X;2
1573225126;038572179X;2
1573225126;0385729332;2
1573225126;0439136350;2
1573225126;0316776963;2
0060936363;0440223202;2
0060936363;044021145X;2
0060936363;0385504209;2
0060936363;038550120X;2
0060936231;0590353403;2
0060936231;0553572997;2
0060936231;0553289411;2
0060936231;0452282152;2
0060936231;0439136350;2
0060936231;0439064864;2
0060936231;0425154092;2
0060936231;0385504209;2
0060936231;0345435168;2
0060936231;068484267X;2
0060955775;0446310786;2
0060955775;0618002219;2
0060955775;059035342X;2
0060955775;0385720955;2
0060955775;038549081X;2
0060955775;0380789035;2
0060955775;0316769487;2
0060955775;0060977493;2
1563890119;0060256672;2
1563890119;0060929871;2
1563890119;0060938455;2
0060987049;0156528207;2
0060987049;031205436X;2
0060987049;0451524934;2
0060987049;0446364193;2
0060987049;0375725784;2
0060987049;0345370775;2
0060987049;034536676X;2
0060987049;0345361792;2
1573220876;0060987103;2
1573220876;0140067477;2
1573220876;0140293248;2
1573220876;0156027321;2
0060976497;0142000205;2
0060976497;0345339681;2
0060976497;0316777722;2
0060976497;0316601950;2
0060976497;0140244824;2
1573221112;0553579754;2
1573221112;0553565915;2
1573221112;0553580191;2
0060976497;1558744150;2
1551668912;0971880107;2
1551668912;1551668998;2
1551668912;0743437640;2
1551668912;0553802461;2
0061031070;0425181111;2
1558506462;0440241073;2
1558506462;044651652X;2
1558506462;0446610038;2
1558506462;0440221315;2
1558506462;0399144463;2
1558506462;0060976845;2
1558506462;0345342968;2
1551667010;0446603716;2
1551667010;1400031354;2
1551667509;0142001740;2
1551667509;031298328X;2
1551667509;0316693200;2
1551667509;0316969680;2
1551667509;0345313860;2
1551667509;0345452534;2
0061031844;059035342X;2
0061031844;1551668998;2
0061031844;0743206045;2
0061031844;067101420X;2
0061031844;0553801430;2
0061031844;0553583468;2
0061031844;0553583441;2
0061031844;0553582755;2
0061031844;0553580221;2
0061031844;0515133639;2
0061032093;0345453816;2
0061032093;0380820854;2
0061032093;0380789035;2
0061032093;0345453387;2
0061032093;0312974256;2
0061032093;0312990456;2
0061032093;0312983271;2
0061030597;0380726238;2
0061030597;0425178765;2
0061030597;039914563X;2
0061030597;0385504209;2
0061030597;0380731851;2
0061030597;0446606189;2
0061020710;0786915749;2
0061020710;0679746048;2
0061020710;0671001795;2
0061020710;1573225789;2
0061030430;0553582364;2
0061030430;0380804697;2
0061020710;0618002227;2
0061030635;055356160X;2
0061030635;0553274295;2
0061030635;0515130044;2
0061030635;0449006530;2
0061030635;0553579983;2
0061030635;0446610100;2
0061030635;0446608815;2
0061030635;044023722X;2
0061030635;0553579606;2
0061020710;059035342X;2
0061020702;0451160525;2
0061020702;0552124753;2
0061020702;0451180232;2
0061020702;0451167317;2
1550548913;1400031354;2
0061092886;0894803204;2
1550548913;0786868716;2
1550548913;0786881852;2
1550548913;080410526X;2
1550548913;0805063889;2
1550548913;0812971043;2
0061092886;0826308791;2
0061092886;0812550706;2
1550548913;1400031362;2
1550548913;067976402X;2
0061093335;038550120X;2
0061093335;0380731851;2
1551666839;0316666343;2
1551666839;0316969680;2
1551666839;0345443284;2
1551666839;0375506039;2
1551666839;0385484518;2
0061044431;0553283685;2
0061044431;0553277472;2
0061044431;0525947299;2
0061044431;0446527033;2
0061044431;0440998050;2
0061044431;0440414806;2
0061044431;0440221595;2
0061044431;043935806X;2
0061044431;0425135020;2
0061054151;0670835382;2
0061054151;0452266564;2
0061054151;0439064872;2
0061054151;0345384350;2
0061054151;0345370775;2
0061054151;0345339703;2
0061057649;0671742515;2
0061057649;0345353145;2
0061057649;0425152251;2
0061057649;0399501487;2
0061057649;0380789035;2
0061092614;0061097853;2
0061092614;0316782505;2
0061092614;0316601950;2
0061092614;0312983271;2
0061092614;0140053204;2
